Phase,Freq.x,Freq.y,Freq,Avg,Std,HillRange,nStates
0211-0301-0303-1011,1e-4,NA,NA,NA,NA,1-10,4
0211-0301-0303-1011-1013,1e-4,2e-4,NA,NA,NA,1-10,5
0211-0301-1011,1e-4,NA,NA,NA,NA,1-10,3
0211-0303-0311-1011,1e-4,NA,NA,NA,NA,1-10,4
0211-0303-1003-1011,2e-4,1e-4,1e-4,1.3333333333333334e-4,5.773502691896258e-5,1-10,4
0212-0302-1010-1012,1e-4,2e-4,2e-4,1.666666666666667e-4,5.773502691896258e-5,1-10,4
0212-0312-1010-1012,1e-4,3e-4,1e-4,1.6666666666666666e-4,1.1547005383792513e-4,1-10,4
0212-1010-1012,1e-4,1e-4,3e-4,1.6666666666666666e-4,1.1547005383792513e-4,1-10,3
0213-0300-0303-1010-1013,0.001,7e-4,3e-4,6.666666666666666e-4,3.5118845842842467e-4,1-10,5
0213-0300-0303-1010-1013-1113,1e-4,NA,NA,NA,NA,1-10,6
0213-0303-1010-1013,0.0029,0.002,0.0013,0.0020666666666666667,8.020806277010642e-4,1-10,4
0213-0303-1013,2e-4,7e-4,3e-4,3.9999999999999996e-4,2.6457513110645904e-4,1-10,3
0213-0313-1010,1e-4,NA,NA,NA,NA,1-10,3
0213-0313-1010-1013,1e-4,1e-4,2e-4,1.3333333333333334e-4,5.773502691896258e-5,1-10,4
0213-1010-1013,2e-4,4e-4,3e-4,3.0000000000000003e-4,1e-4,1-10,3
0300,3e-4,2e-4,2e-4,2.3333333333333333e-4,5.773502691896256e-5,1-10,1
0300-0301,1e-4,NA,1e-4,NA,NA,1-10,2
0300-0301-1000-1001,3e-4,2e-4,3e-4,2.666666666666667e-4,5.773502691896256e-5,1-10,4
0300-0301-1010-1011,0.0085,0.0118,0.0102,0.010166666666666668,0.0016502525059315413,1-10,4
0300-0301-1010-1011-1200-1201,4e-4,1e-4,2e-4,2.3333333333333333e-4,1.5275252316519468e-4,1-10,6
0300-0301-1100-1101-1200-1201,1e-4,NA,NA,NA,NA,1-10,6
0300-0302,3e-4,2e-4,3e-4,2.666666666666667e-4,5.773502691896256e-5,1-10,2
0300-0302-1000,1e-4,2e-4,2e-4,1.666666666666667e-4,5.773502691896258e-5,1-10,3
